Load address: $1000 Init address: $1000 Play address: $1003
Calling initroutine with subtune 0
Calling playroutine for 400 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   197 | ....  ... ..  09 0839 ... | 057C (E-2 9C) .. .... C06 | 0628 (F#2 9E) .. .... C06 | 1C00 .. ... . |
|   198 | 24E2  C#5 BD  81 .... 800 | ....  ... ..  .. .... C0C | ....  ... ..  .. .... C0C | 0000 11 L+H . |
|   199 | 07C1 (A#2 A2) 41 .... ... | ....  ... ..  .. .... C12 | ....  ... ..  .. .... C12 | 1100 C1 Low . |
|   200 | 15EE (E-4 B4) 25 .... ... | 0752 (A-2 A1) .. .... ... | 0837 (B-2 A3) .. .... ... | 0100 .. ... . |
|   201 | ....  ... ..  55 .... ... | ....  ... ..  .. .... C18 | ....  ... ..  .. .... C18 | 0200 .. ... . |
|   202 | ....  ... ..  25 .... ... | ....  ... ..  .. .... C1E | ....  ... ..  .. .... C1E | 0300 .. ... . |
|   203 | ....  ... ..  55 .... ... | 045A (C-2 98) .. .... C24 | 04E2 (D-2 9A) .. .... C24 | 0400 .. ... . |
|   204 | ....  ... ..  25 .... ... | ....  ... ..  .. .... C2A | ....  ... ..  .. .... C2A | 0500 .. ... . |
|   205 | ....  ... ..  54 0F00 ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0600 .. ... . |
|   206 | ....  ... ..  24 .... ... | 057C (E-2 9C) .. .... C30 | 0628 (F#2 9E) .. .... C30 | 0700 .. ... . |
|   207 | ....  ... ..  09 007C ... | ....  ... ..  .. .... C36 | ....  ... ..  .. .... C36 | 0800 .. ... . |
|   208 | 045A  C-2 98  41 .... 440 | ....  ... ..  .. .... C3C | ....  ... ..  .. .... C3C | 0900 .. ... . |
|   209 | ....  ... ..  .. .... 450 | 0752 (A-2 A1) .. .... C42 | 0837 (B-2 A3) .. .... C42 | 0A00 .. ... . |
|   210 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0B00 .. ... . |
|   211 | ....  ... ..  .. .... 460 | ....  ... ..  .. .... C48 | ....  ... ..  .. .... C48 | 0C00 .. ... . |
|   212 | ....  ... ..  .. .... 470 | 045A (C-2 98) .. .... C4E | 04E2 (D-2 9A) .. .... C4E | 0D00 .. ... . |
|   213 | ....  ... ..  .. .... 480 | ....  ... ..  .. .... C54 | ....  ... ..  .. .... C54 | 0E00 .. ... . |
|   214 | ....  ... ..  .. .... 490 | ....  ... ..  .. .... C5A | ....  ... ..  .. .... C5A | 0F00 .. ... . |
|   215 | ....  ... ..  .. .... ... | 057C (E-2 9C) .. .... ... | 0628 (F#2 9E) .. .... ... | 1000 .. ... . |
|   216 | ....  ... ..  .. .... 4A0 | ....  ... ..  .. .... C60 | ....  ... ..  .. .... C60 | 1100 .. ... . |
|   217 | ....  ... ..  .. .... 4B0 | ....  ... ..  .. .... C66 | ....  ... ..  .. .... C66 | 1200 .. ... . |
|   218 | ....  ... ..  .. .... 4C0 | 0752 (A-2 A1) .. .... C6C | 0837 (B-2 A3) .. .... C6C | 1300 .. ... . |
|   219 | ....  ... ..  .. .... 4D0 | ....  ... ..  .. .... C72 | ....  ... ..  .. .... C72 | 1400 .. ... . |
|   220 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1500 .. ... . |
|   221 | ....  ... ..  .. .... 4E0 | 045A (C-2 98) .. .... C78 | 04E2 (D-2 9A) .. .... C78 | 1600 .. ... . |
|   222 | ....  ... ..  .. .... 4F0 | ....  ... ..  .. .... C7E | ....  ... ..  .. .... C7E | 1700 .. ... . |
|   223 | ....  ... ..  .. .... 500 | ....  ... ..  .. .... C84 | ....  ... ..  .. .... C84 | 1800 .. ... . |
|   224 | ....  ... ..  .. .... 510 | 057C (E-2 9C) .. .... C8A | 0628 (F#2 9E) .. .... C8A | 1900 .. ... . |
|   225 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1A00 .. ... . |
|   226 | ....  ... ..  .. .... 520 | ....  ... ..  .. .... C90 | ....  ... ..  .. .... C90 | 1B00 .. ... . |
|   227 | ....  ... ..  09 0839 ... | 0752 (A-2 A1) .. .... C96 | 0837 (B-2 A3) .. .... C96 | 1C00 .. ... . |
|   228 | 24E2  C#5 BD  81 .... 800 | ....  ... ..  .. .... C9C | ....  ... ..  .. .... C9C | 0000 11 L+H . |
|   229 | 07C1 (A#2 A2) 41 .... ... | ....  ... ..  .. .... CA2 | ....  ... ..  .. .... CA2 | 1100 C1 Low . |
|   230 | 15EE (E-4 B4) 25 .... ... | 045A (C-2 98) .. .... ... | 04E2 (D-2 9A) .. .... ... | 0100 .. ... . |
|   231 | ....  ... ..  55 .... ... | ....  ... ..  .. .... CA8 | ....  ... ..  .. .... CA8 | 0200 .. ... . |
|   232 | ....  ... ..  25 .... ... | ....  ... ..  .. .... CAE | ....  ... ..  .. .... CAE | 0300 .. ... . |
|   233 | ....  ... ..  55 .... ... | 057C (E-2 9C) .. .... CB4 | 0628 (F#2 9E) .. .... CB4 | 0400 .. ... . |
|   234 | ....  ... ..  25 .... ... | ....  ... ..  .. .... CBA | ....  ... ..  .. .... CBA | 0500 .. ... . |
|   235 | ....  ... ..  54 0F00 ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0600 .. ... . |
|   236 | ....  ... ..  24 .... ... | 0752 (A-2 A1) .. .... CC0 | 0837 (B-2 A3) .. .... CC0 | 0700 .. ... . |
|   237 | ....  ... ..  09 007C ... | ....  ... ..  .. .... CC6 | ....  ... ..  .. .... CC6 | 0800 .. ... . |
|   238 | 0343  G-1 93  41 .... 440 | ....  ... ..  .. .... CCC | ....  ... ..  .. .... CCC | 0900 .. ... . |
|   239 | ....  ... ..  .. .... 450 | 045A (C-2 98) .. .... CD2 | 04E2 (D-2 9A) .. .... CD2 | 0A00 .. ... . |
|   240 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0B00 .. ... . |
|   241 | ....  ... ..  .. .... 460 | ....  ... ..  .. .... CD8 | ....  ... ..  .. .... CD8 | 0C00 .. ... . |
|   242 | ....  ... ..  .. .... 470 | 057C (E-2 9C) .. .... CDE | 0628 (F#2 9E) .. .... CDE | 0D00 .. ... . |
|   243 | ....  ... ..  .. .... 480 | ....  ... ..  .. .... CE4 | ....  ... ..  .. .... CE4 | 0E00 .. ... . |
|   244 | ....  ... ..  .. .... 490 | ....  ... ..  .. .... CEA | ....  ... ..  .. .... CEA | 0F00 .. ... . |
|   245 | ....  ... ..  .. .... ... | 0752 (A-2 A1) .. .... ... | 0837 (B-2 A3) .. .... ... | 1000 .. ... . |
|   246 | ....  ... ..  .. .... 4A0 | ....  ... ..  .. .... CF0 | ....  ... ..  .. .... CF0 | 1100 .. ... . |
|   247 | ....  ... ..  .. .... 4B0 | ....  ... ..  .. .... CF6 | ....  ... ..  .. .... CF6 | 1200 .. ... . |
|   248 | ....  ... ..  .. .... 4C0 | 045A (C-2 98) .. .... CFC | 04E2 (D-2 9A) .. .... CFC | 1300 .. ... . |
|   249 | ....  ... ..  .. .... 4D0 | ....  ... ..  .. .... D02 | ....  ... ..  .. .... D02 | 1400 .. ... . |
|   250 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1500 .. ... . |
|   251 | ....  ... ..  .. .... 4E0 | 057C (E-2 9C) .. .... D08 | 0628 (F#2 9E) .. .... D08 | 1600 .. ... . |
|   252 | ....  ... ..  .. .... 4F0 | ....  ... ..  .. .... D0E | ....  ... ..  .. .... D0E | 1700 .. ... . |
|   253 | ....  ... ..  .. .... 500 | ....  ... ..  .. .... D14 | ....  ... ..  .. .... D14 | 1800 .. ... . |
|   254 | ....  ... ..  .. .... 510 | 0752 (A-2 A1) .. .... D1A | 0837 (B-2 A3) .. .... D1A | 1900 .. ... . |
|   255 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1A00 .. ... . |
|   256 | ....  ... ..  .. .... 520 | ....  ... ..  .. .... D20 | ....  ... ..  .. .... D20 | 1B00 .. ... . |
|   257 | ....  ... ..  09 0839 ... | 045A (C-2 98) .. .... D26 | 04E2 (D-2 9A) .. .... D26 | 1C00 .. ... . |
|   258 | 24E2  C#5 BD  81 .... 800 | ....  ... ..  .. .... D2C | ....  ... ..  .. .... D2C | 0000 11 L+H . |
|   259 | 07C1 (A#2 A2) 41 .... ... | ....  ... ..  .. .... D32 | ....  ... ..  .. .... D32 | 1100 C1 Low . |
|   260 | 15EE (E-4 B4) 25 .... ... | 057C (E-2 9C) .. .... ... | 0628 (F#2 9E) .. .... ... | 0100 .. ... . |
|   261 | ....  ... ..  55 .... ... | ....  ... ..  .. .... D38 | ....  ... ..  .. .... D38 | 0200 .. ... . |
|   262 | ....  ... ..  25 .... ... | ....  ... ..  .. .... D3E | ....  ... ..  .. .... D3E | 0300 .. ... . |
|   263 | ....  ... ..  55 .... ... | 0752 (A-2 A1) .. .... D44 | 0837 (B-2 A3) .. .... D44 | 0400 .. ... . |
|   264 | ....  ... ..  25 .... ... | ....  ... ..  .. .... D4A | ....  ... ..  .. .... D4A | 0500 .. ... . |
|   265 | ....  ... ..  54 0F00 ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0600 .. ... . |
|   266 | ....  ... ..  24 .... ... | 045A (C-2 98) .. .... D50 | 04E2 (D-2 9A) .. .... D50 | 0700 .. ... . |
|   267 | ....  ... ..  09 007C ... | ....  ... ..  .. .... D56 | ....  ... ..  .. .... D56 | 0800 .. ... . |
|   268 | 0343  G-1 93  41 .... 440 | ....  ... ..  .. .... D5C | ....  ... ..  .. .... D5C | 0900 .. ... . |
|   269 | ....  ... ..  .. .... 450 | 057C (E-2 9C) .. .... D62 | 0628 (F#2 9E) .. .... D62 | 0A00 .. ... . |
|   270 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0B00 .. ... . |
|   271 | ....  ... ..  .. .... 460 | ....  ... ..  .. .... D68 | ....  ... ..  .. .... D68 | 0C00 .. ... . |
|   272 | ....  ... ..  .. .... 470 | 0752 (A-2 A1) .. .... D6E | 0837 (B-2 A3) .. .... D6E | 0D00 .. ... . |
|   273 | ....  ... ..  .. .... 480 | ....  ... ..  .. .... D74 | ....  ... ..  .. .... D74 | 0E00 .. ... . |
|   274 | ....  ... ..  .. .... 490 | ....  ... ..  .. .... D7A | ....  ... ..  .. .... D7A | 0F00 .. ... . |
|   275 | ....  ... ..  .. .... ... | 045A (C-2 98) .. .... ... | 04E2 (D-2 9A) .. .... ... | 1000 .. ... . |
|   276 | ....  ... ..  .. .... 4A0 | ....  ... ..  .. .... D80 | ....  ... ..  .. .... D80 | 1100 .. ... . |
|   277 | ....  ... ..  .. .... 4B0 | ....  ... ..  .. .... D86 | ....  ... ..  .. .... D86 | 1200 .. ... . |
|   278 | ....  ... ..  .. .... 4C0 | 057C (E-2 9C) .. .... D8C | 0628 (F#2 9E) .. .... D8C | 1300 .. ... . |
|   279 | ....  ... ..  .. .... 4D0 | ....  ... ..  .. .... D92 | ....  ... ..  .. .... D92 | 1400 .. ... . |
|   280 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1500 .. ... . |
|   281 | ....  ... ..  .. .... 4E0 | 0752 (A-2 A1) .. .... D98 | 0837 (B-2 A3) .. .... D98 | 1600 .. ... . |
|   282 | ....  ... ..  .. .... 4F0 | ....  ... ..  .. .... D9E | ....  ... ..  .. .... D9E | 1700 .. ... . |
|   283 | ....  ... ..  .. .... 500 | ....  ... ..  .. .... DA4 | ....  ... ..  .. .... DA4 | 1800 .. ... . |
|   284 | ....  ... ..  .. .... 510 | 045A (C-2 98) .. .... DAA | 04E2 (D-2 9A) .. .... DAA | 1900 .. ... . |
|   285 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1A00 .. ... . |
|   286 | ....  ... ..  .. .... 520 | ....  ... ..  .. .... DB0 | ....  ... ..  .. .... DB0 | 1B00 .. ... . |
|   287 | ....  ... ..  09 0839 ... | 057C (E-2 9C) .. .... DB6 | 0628 (F#2 9E) .. .... DB6 | 1C00 .. ... . |
|   288 | 24E2  C#5 BD  81 .... 800 | ....  ... ..  .. .... DBC | ....  ... ..  .. .... DBC | 0000 11 L+H . |
|   289 | 07C1 (A#2 A2) 41 .... ... | ....  ... ..  .. .... DC2 | ....  ... ..  .. .... DC2 | 1100 C1 Low . |
|   290 | 138A (D-4 B2) 25 .... ... | 0752 (A-2 A1) .. .... ... | 0837 (B-2 A3) .. .... ... | 0100 .. ... . |
|   291 | ....  ... ..  55 .... ... | ....  ... ..  .. .... DC8 | ....  ... ..  .. .... DC8 | 0200 .. ... . |
|   292 | ....  ... ..  25 .... ... | ....  ... ..  .. .... DCE | ....  ... ..  .. .... DCE | 0300 .. ... . |
|   293 | ....  ... ..  55 .... ... | 045A (C-2 98) .. .... DD4 | 04E2 (D-2 9A) .. .... DD4 | 0400 .. ... . |
|   294 | ....  ... ..  25 .... ... | ....  ... ..  .. .... DDA | ....  ... ..  .. .... DDA | 0500 .. ... . |
|   295 | ....  ... ..  54 0F00 ... | ....  ... ..  .. .... ... | ....  ... ..  10 0F00 ... | 0600 .. ... . |
|   296 | ....  ... ..  24 .... ... | 057C (E-2 9C) .. .... DE0 | 0628 (F#2 9E) .. .... DE0 | 0700 .. ... . |
|   297 | ....  ... ..  09 007C ... | ....  ... ..  .. .... DE6 | ....  ... ..  09 0199 ... | 0800 .. ... . |
|   298 | 0271  D-1 8E  41 .... 440 | ....  ... ..  .. .... DEC | 45A1  C-6 C8  81 .... 800 | 0900 .. ... . |
|   299 | ....  ... ..  .. .... 450 | 0752 (A-2 A1) .. .... DF2 | F901 (A#7 DE) 15 .... ... | 0A00 .. ... . |
|   300 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | FFFF (B-7 DF) .. .... ... | 0B00 .. ... . |
|   301 | ....  ... ..  .. .... 460 | ....  ... ..  .. .... DF8 | EA33 (A-7 DD) 14 .... ... | 0C00 .. ... . |
|   302 | ....  ... ..  .. .... 470 | 045A (C-2 98) .. .... DFE | D0A6 (G-7 DB) .. .... ... | 0D00 .. ... . |
|   303 | ....  ... ..  .. .... 480 | ....  ... ..  .. .... E04 | B9E2 (F-7 D9) .. .... ... | 0E00 .. ... . |
|   304 | ....  ... ..  .. .... 490 | ....  ... ..  .. .... E0A | AF74 (E-7 D8) .. .... ... | 0F00 .. ... . |
|   305 | ....  ... ..  .. .... ... | 057C (E-2 9C) .. .... ... | A59B (D#7 D7) .. 0F00 ... | 1000 .. ... . |
|   306 | ....  ... ..  .. .... 4A0 | ....  ... ..  .. .... E10 | 9C4F (D-7 D6) .. .... ... | 1100 .. ... . |
|   307 | ....  ... ..  .. .... 4B0 | ....  ... ..  .. .... E16 | ....  ... ..  09 0199 ... | 1200 .. ... . |
|   308 | ....  ... ..  .. .... 4C0 | 0752 (A-2 A1) .. .... E1C | 45A1  C-6 C8  81 .... ... | 1300 .. ... . |
|   309 | ....  ... ..  .. .... 4D0 | ....  ... ..  .. .... E22 | 41B8 (B-5 C7) 15 .... ... | 1400 .. ... . |
|   310 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 3A8D (A-5 C5) 14 0F00 ... | 1500 .. ... . |
|   311 | ....  ... ..  .. .... 4E0 | 045A (C-2 98) .. .... E28 | 3429 (G-5 C3) .. .... ... | 1600 .. ... . |
|   312 | ....  ... ..  .. .... 4F0 | ....  ... ..  .. .... E2E | ....  ... ..  09 0199 ... | 1700 .. ... . |
|   313 | ....  ... ..  .. .... 500 | ....  ... ..  .. .... E34 | 45A1  C-6 C8  81 .... ... | 1800 .. ... . |
|   314 | ....  ... ..  .. .... 510 | 057C (E-2 9C) .. .... E3A | 57BA (E-6 CC) 15 .... ... | 1900 .. ... . |
|   315 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... ... | 4E28 (D-6 CA) 14 .... ... | 1A00 .. ... . |
|   316 | ....  ... ..  .. .... 520 | ....  ... ..  .. .... E40 | 45A1 (C-6 C8) .. .... ... | 1B00 .. ... . |
|   317 | ....  ... ..  09 0839 ... | 0752 (A-2 A1) .. .... E46 | 3E08 (A#5 C6) .. .... ... | 1C00 .. ... . |
|   318 | 24E2  C#5 BD  81 .... 800 | ....  ... ..  .. .... E4C | 3744 (G#5 C4) .. .... ... | 0000 11 L+H . |
|   319 | 07C1 (A#2 A2) 41 .... ... | ....  ... ..  .. .... E52 | 3429 (G-5 C3) .. .... ... | 1100 C1 Low . |
|   320 | 138A (D-4 B2) 25 .... ... | 045A (C-2 98) .. .... ... | 313C (F#5 C2) .. 0F00 ... | 0100 .. ... . |
|   321 | ....  ... ..  55 .... ... | ....  ... ..  .. .... E58 | 2E79 (F-5 C1) .. .... ... | 0200 .. ... . |
|   322 | ....  ... ..  25 .... ... | ....  ... ..  .. .... ... | ....  ... ..  09 0199 ... | 0300 .. ... . |
|   323 | ....  ... ..  55 .... ... | 057C (E-2 9C) .. .... E5E | 45A1  C-6 C8  81 .... ... | 0400 .. ... . |
|   324 | ....  ... ..  25 .... ... | ....  ... ..  .. .... E64 | 0AF7 (E-3 A8) 15 .... ... | 0500 .. ... . |
|   325 | ....  ... ..  54 0F00 ... | ....  ... ..  10 0F00 ... | 09C5 (D-3 A6) .. .... ... | 0600 .. ... . |
|   326 | ....  ... ..  24 .... ... | 0752 (A-2 A1) .. .... E6A | 08B4 (C-3 A4) 14 .... ... | 0700 .. ... . |
|   327 | ....  ... ..  09 007C ... | ....  ... ..  09 09DB ... | 07C1 (A#2 A2) .. .... ... | 0800 .. ... . |
|   328 | 0271  D-1 8E  41 .... 440 | 6853  G-6 CF  81 .... 800 | 06E8 (G#2 A0) .. .... ... | 6000 F1 L+B . |
|   329 | 0273 (+ 0002) .. .... 450 | 08B4 (C-3 A4) 41 .... ... | 0685 (G-2 9F) .. .... ... | 0200 .. ... . |
|   330 | 0275 (+ 0002) .. .... ... | 0752 (A-2 A1) .. .... ... | 0628 (F#2 9E) .. .... ... | .... .. ... . |
|   331 | 0277 (+ 0002) .. .... 460 | 045A (C-2 98) .. .... ... | 05CF (F-2 9D) .. .... ... | .... .. ... . |
|   332 | ....  ... ..  .. .... 470 | 0271 (D-1 8E) 21 .... ... | 057C (E-2 9C) .. .... ... | 0100 .. ... . |
|   333 | ....  ... ..  .. .... 480 | ....  ... ..  .. .... ... | 052D (D#2 9B) .. .... ... | 0500 .. Low . |
|   334 | ....  ... ..  .. .... 490 | ....  ... ..  .. .... ... | 04E2 (D-2 9A) .. .... ... | 0F00 .. ... . |
|   335 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 049C (C#2 99) .. .... ... | 1900 .. ... . |
|   336 | ....  ... ..  .. .... 4A0 | ....  ... ..  .. .... ... | 045A (C-2 98) .. .... ... | 2300 .. ... . |
|   337 | ....  ... ..  .. .... 4B0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 2D00 .. ... . |
|   338 | ....  ... ..  .. .... 4C0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 3700 .. ... . |
|   339 | ....  ... ..  .. .... 4D0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 4100 .. ... . |
|   340 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 4B00 .. ... . |
|   341 | ....  ... ..  .. .... 4E0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 5500 .. ... . |
|   342 | ....  ... ..  .. .... 4F0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 5F00 .. ... . |
|   343 | ....  ... ..  .. .... 500 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 6900 .. ... . |
|   344 | ....  ... ..  .. .... 510 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 7300 .. ... . |
|   345 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 7D00 .. ... . |
|   346 | ....  ... ..  .. .... 520 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 8700 .. ... . |
|   347 | ....  ... ..  09 0839 ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 9100 .. ... . |
|   348 | 24E2  C#5 BD  81 .... 800 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0000 11 L+H . |
|   349 | 07C1 (A#2 A2) 41 .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1100 C1 Low . |
|   350 | 138A (D-4 B2) 25 .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0100 .. ... . |
|   351 | ....  ... ..  55 .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0200 .. ... . |
|   352 | ....  ... ..  25 .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0300 .. ... . |
|   353 | ....  ... ..  55 .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0400 .. ... . |
|   354 | ....  ... ..  25 .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0500 .. ... . |
|   355 | ....  ... ..  54 0F00 ... | ....  ... ..  20 0F00 ... | ....  ... ..  .. .... ... | 0600 .. ... . |
|   356 | ....  ... ..  24 .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0700 .. ... . |
|   357 | ....  ... ..  09 007C ... | 0271  D-1 8E  19 0889 ... | ....  ... ..  .. .... ... | 0800 .. ... . |
|   358 | 03A9  A-1 95  41 .... 440 | 106E (B-3 AF) 41 .... ... | ....  ... ..  .. .... ... | 0900 .. ... . |
|   359 | ....  ... ..  .. .... 450 | 0EA3 (A-3 AD) .. .... 7FA | ....  ... ..  .. .... ... | 0A00 .. ... . |
|   360 | ....  ... ..  .. .... ... | 0D0A (G-3 AB) 15 .... ... | ....  ... ..  .. .... ... | 0B00 .. ... . |
|   361 | ....  ... ..  .. .... 460 | 106E (B-3 AF) 80 .... 7F4 | ....  ... ..  .. .... ... | 0C00 .. ... . |
|   362 | ....  ... ..  .. .... 470 | 2BDD (E-5 C0) .. .... 7EE | ....  ... ..  .. .... ... | 0D00 .. ... . |
|   363 | ....  ... ..  .. .... 480 | ....  ... ..  .. .... 7E8 | ....  ... ..  .. .... ... | 0E00 .. ... . |
|   364 | ....  ... ..  .. .... 490 | ....  ... ..  .. .... 7E2 | ....  ... ..  .. .... ... | 0F00 .. ... . |
|   365 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1000 .. ... . |
|   366 | ....  ... ..  .. .... 4A0 | ....  ... ..  .. .... 7DC | ....  ... ..  .. .... ... | 1100 .. ... . |
|   367 | ....  ... ..  .. .... 4B0 | ....  ... ..  .. .... 7D6 | ....  ... ..  .. .... ... | 1200 .. ... . |
|   368 | ....  ... ..  .. .... 4C0 | ....  ... ..  .. .... 7D0 | ....  ... ..  .. .... ... | 1300 .. ... . |
|   369 | ....  ... ..  .. .... 4D0 | ....  ... ..  .. .... 7CA | ....  ... ..  .. .... ... | 1400 .. ... . |
|   370 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1500 .. ... . |
|   371 | ....  ... ..  .. .... 4E0 | ....  ... ..  .. .... 7C4 | ....  ... ..  .. .... ... | 1600 .. ... . |
|   372 | ....  ... ..  .. .... 4F0 | ....  ... ..  .. .... 7BE | ....  ... ..  .. .... ... | 1700 .. ... . |
|   373 | ....  ... ..  .. .... 500 | ....  ... ..  .. .... 7B8 | ....  ... ..  .. .... ... | 1800 .. ... . |
|   374 | ....  ... ..  .. .... 510 | ....  ... ..  .. .... 7B2 | ....  ... ..  .. .... ... | 1900 .. ... . |
|   375 | ....  ... ..  40 0F00 ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1A00 .. ... . |
|   376 | ....  ... ..  .. .... 520 | ....  ... ..  .. .... 7AC | ....  ... ..  .. .... ... | 1B00 .. ... . |
|   377 | ....  ... ..  09 0839 ... | ....  ... ..  .. .... 7A6 | ....  ... ..  .. .... ... | 1C00 .. ... . |
|   378 | 24E2  C#5 BD  81 .... 800 | ....  ... ..  .. .... 7A0 | ....  ... ..  .. .... ... | 0000 11 L+H . |
|   379 | 07C1 (A#2 A2) 41 .... ... | ....  ... ..  .. .... 79A | ....  ... ..  .. .... ... | 1100 C1 Low . |
|   380 | 138A (D-4 B2) 25 .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0100 .. ... . |
|   381 | ....  ... ..  55 .... ... | ....  ... ..  .. .... 794 | ....  ... ..  .. .... ... | 0200 .. ... . |
|   382 | ....  ... ..  25 .... ... | ....  ... ..  .. .... 78E | ....  ... ..  .. .... ... | 0300 .. ... . |
|   383 | ....  ... ..  55 .... ... | ....  ... ..  .. .... 788 | ....  ... ..  .. .... ... | 0400 .. ... . |
|   384 | ....  ... ..  25 .... ... | ....  ... ..  .. .... 782 | ....  ... ..  .. .... ... | 0500 .. ... . |
|   385 | ....  ... ..  54 0F00 ... | ....  ... ..  .. 0F00 ... | ....  ... ..  .. .... ... | 0600 .. ... . |
|   386 | ....  ... ..  24 .... ... | ....  ... ..  .. .... 77C | ....  ... ..  .. .... ... | 0700 .. ... . |
|   387 | ....  ... ..  09 007C ... | ....  ... ..  09 09DB ... | ....  ... ..  .. .... ... | 0800 .. ... . |
|   388 | 02BE  E-1 90  41 .... 440 | 6853  G-6 CF  81 .... 800 | ....  ... ..  .. .... ... | 6000 F1 L+B . |
|   389 | 02C0 (+ 0002) .. .... 450 | 08B4 (C-3 A4) 41 .... ... | ....  ... ..  .. .... ... | 0200 .. ... . |
|   390 | 02C2 (+ 0002) .. .... ... | 0752 (A-2 A1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   391 | 02C4 (+ 0002) .. .... 460 | 045A (C-2 98) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   392 | ....  ... ..  .. .... 470 | 02BE (E-1 90) 21 .... ... | ....  ... ..  .. .... ... | 0100 .. ... . |
|   393 | ....  ... ..  .. .... 480 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0500 .. Low . |
|   394 | ....  ... ..  .. .... 490 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 0F00 .. ... . |
|   395 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1900 .. ... . |
|   396 | ....  ... ..  .. .... 4A0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 2300 .. ... . |
|   397 | ....  ... ..  .. .... 4B0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 2D00 .. ... . |
|   398 | ....  ... ..  .. .... 4C0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 3700 .. ... . |
|   399 | ....  ... ..  .. .... 4D0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 4100 .. ... . |
