Load address: $C000 Init address: $C048 Play address: $C021
Calling initroutine with subtune 0
Calling playroutine for 400 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   198 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 532 | ....  ... ..  .. .... ... | .... .. ... . |
|   199 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 5B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   200 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 632 | ....  ... ..  .. .... ... | .... .. ... . |
|   201 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 6B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   202 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 732 | ....  ... ..  .. .... ... | .... .. ... . |
|   203 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 7B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   204 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 832 | ....  ... ..  .. .... ... | .... .. ... . |
|   205 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 8B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   206 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 932 | ....  ... ..  .. .... ... | .... .. ... . |
|   207 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 9B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   208 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... A32 | ....  ... ..  .. .... ... | .... .. ... . |
|   209 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... AB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   210 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... B32 | ....  ... ..  .. .... ... | .... .. ... . |
|   211 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... BB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   212 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... C32 | ....  ... ..  .. .... ... | .... .. ... . |
|   213 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... CB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   214 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... D32 | ....  ... ..  .. .... ... | .... .. ... . |
|   215 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... DB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   216 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... E32 | ....  ... ..  .. .... ... | .... .. ... . |
|   217 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... EB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   218 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... F32 | ....  ... ..  .. .... ... | .... .. ... . |
|   219 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... FB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   220 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 032 | ....  ... ..  .. .... ... | .... .. ... . |
|   221 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 0B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   222 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 132 | ....  ... ..  .. .... ... | .... .. ... . |
|   223 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 1B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   224 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 232 | ....  ... ..  .. .... ... | .... .. ... . |
|   225 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 2B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   226 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 332 | ....  ... ..  .. .... ... | .... .. ... . |
|   227 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 3B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   228 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 432 | ....  ... ..  .. .... ... | .... .. ... . |
|   229 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 4B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   230 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 532 | ....  ... ..  .. .... ... | .... .. ... . |
|   231 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 5B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   232 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 632 | ....  ... ..  .. .... ... | .... .. ... . |
|   233 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 6B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   234 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 732 | ....  ... ..  .. .... ... | .... .. ... . |
|   235 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 7B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   236 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 832 | ....  ... ..  .. .... ... | .... .. ... . |
|   237 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 8B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   238 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 932 | ....  ... ..  .. .... ... | .... .. ... . |
|   239 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 9B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   240 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... A32 | ....  ... ..  .. .... ... | .... .. ... . |
|   241 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... AB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   242 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... B32 | ....  ... ..  .. .... ... | .... .. ... . |
|   243 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... BB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   244 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... C32 | ....  ... ..  .. .... ... | .... .. ... . |
|   245 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... CB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   246 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... D32 | ....  ... ..  .. .... ... | .... .. ... . |
|   247 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... DB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   248 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... E32 | ....  ... ..  .. .... ... | .... .. ... . |
|   249 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... EB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   250 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... F32 | ....  ... ..  .. .... ... | .... .. ... . |
|   251 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... FB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   252 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 032 | ....  ... ..  .. .... ... | .... .. ... . |
|   253 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 0B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   254 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 132 | ....  ... ..  .. .... ... | .... .. ... . |
|   255 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 1B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   256 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   257 | ....  ... ..  .. .... ... | 03E0 (A#1 96) .. .... 2B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   258 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 332 | ....  ... ..  .. .... ... | 1E00 .. ... . |
|   259 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 3B2 | ....  ... ..  .. .... ... | 2200 .. ... . |
|   260 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 432 | ....  ... ..  .. .... ... | 2600 .. ... . |
|   261 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 4B2 | ....  ... ..  .. .... ... | 2A00 .. ... . |
|   262 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 532 | ....  ... ..  .. .... ... | 2E00 .. ... . |
|   263 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 5B2 | ....  ... ..  .. .... ... | 3200 .. ... . |
|   264 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 632 | ....  ... ..  .. .... ... | 3600 .. ... . |
|   265 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 6B2 | ....  ... ..  .. .... ... | 3A00 .. ... . |
|   266 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 732 | ....  ... ..  .. .... ... | 3E00 .. ... . |
|   267 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 7B2 | ....  ... ..  .. .... ... | 4200 .. ... . |
|   268 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 832 | ....  ... ..  .. .... ... | 4600 .. ... . |
|   269 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 8B2 | ....  ... ..  .. .... ... | 4A00 .. ... . |
|   270 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 932 | ....  ... ..  .. .... ... | 4E00 .. ... . |
|   271 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 9B2 | ....  ... ..  .. .... ... | 5200 .. ... . |
|   272 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... A32 | ....  ... ..  .. .... ... | 5600 .. ... . |
|   273 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... AB2 | ....  ... ..  .. .... ... | 5A00 .. ... . |
|   274 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... B32 | ....  ... ..  .. .... ... | 5E00 .. ... . |
|   275 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... BB2 | ....  ... ..  .. .... ... | 6200 .. ... . |
|   276 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... C32 | ....  ... ..  .. .... ... | 6600 .. ... . |
|   277 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... CB2 | ....  ... ..  .. .... ... | 6A00 .. ... . |
|   278 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... D32 | ....  ... ..  .. .... ... | .... .. ... . |
|   279 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... DB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   280 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... E32 | ....  ... ..  .. .... ... | .... .. ... . |
|   281 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... EB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   282 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... F32 | ....  ... ..  .. .... ... | .... .. ... . |
|   283 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... FB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   284 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 032 | ....  ... ..  .. .... ... | .... .. ... . |
|   285 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 0B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   286 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 132 | ....  ... ..  .. .... ... | .... .. ... . |
|   287 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 1B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   288 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 232 | ....  ... ..  .. .... ... | .... .. ... . |
|   289 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 2B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   290 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 332 | ....  ... ..  .. .... ... | .... .. ... . |
|   291 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 3B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   292 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 432 | ....  ... ..  .. .... ... | .... .. ... . |
|   293 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 4B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   294 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 532 | ....  ... ..  .. .... ... | .... .. ... . |
|   295 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 5B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   296 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 632 | ....  ... ..  .. .... ... | .... .. ... . |
|   297 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 6B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   298 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 732 | ....  ... ..  .. .... ... | .... .. ... . |
|   299 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 7B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   300 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 832 | ....  ... ..  .. .... ... | .... .. ... . |
|   301 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 8B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   302 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 932 | ....  ... ..  .. .... ... | .... .. ... . |
|   303 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 9B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   304 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... A32 | ....  ... ..  .. .... ... | .... .. ... . |
|   305 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... AB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   306 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... B32 | ....  ... ..  .. .... ... | .... .. ... . |
|   307 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... BB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   308 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... C32 | ....  ... ..  .. .... ... | .... .. ... . |
|   309 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... CB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   310 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... D32 | ....  ... ..  .. .... ... | .... .. ... . |
|   311 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... DB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   312 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... E32 | ....  ... ..  .. .... ... | .... .. ... . |
|   313 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... EB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   314 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... F32 | ....  ... ..  .. .... ... | .... .. ... . |
|   315 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... FB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   316 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 032 | ....  ... ..  .. .... ... | .... .. ... . |
|   317 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 0B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   318 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 132 | ....  ... ..  .. .... ... | .... .. ... . |
|   319 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 1B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   320 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   321 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 2B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   322 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 332 | ....  ... ..  .. .... ... | .... .. ... . |
|   323 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 3B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   324 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 432 | ....  ... ..  .. .... ... | .... .. ... . |
|   325 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 4B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   326 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 532 | ....  ... ..  .. .... ... | .... .. ... . |
|   327 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 5B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   328 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 632 | ....  ... ..  .. .... ... | .... .. ... . |
|   329 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 6B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   330 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 732 | ....  ... ..  .. .... ... | .... .. ... . |
|   331 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 7B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   332 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 832 | ....  ... ..  .. .... ... | .... .. ... . |
|   333 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 8B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   334 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 932 | ....  ... ..  .. .... ... | .... .. ... . |
|   335 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 9B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   336 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... A32 | ....  ... ..  .. .... ... | .... .. ... . |
|   337 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... AB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   338 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... B32 | ....  ... ..  .. .... ... | .... .. ... . |
|   339 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... BB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   340 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... C32 | ....  ... ..  .. .... ... | .... .. ... . |
|   341 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... CB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   342 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... D32 | ....  ... ..  .. .... ... | .... .. ... . |
|   343 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... DB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   344 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... E32 | ....  ... ..  .. .... ... | .... .. ... . |
|   345 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... EB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   346 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... F32 | ....  ... ..  .. .... ... | .... .. ... . |
|   347 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... FB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   348 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 032 | ....  ... ..  .. .... ... | .... .. ... . |
|   349 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 0B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   350 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 132 | ....  ... ..  .. .... ... | .... .. ... . |
|   351 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 1B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   352 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 232 | ....  ... ..  .. .... ... | .... .. ... . |
|   353 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 2B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   354 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 332 | ....  ... ..  .. .... ... | .... .. ... . |
|   355 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 3B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   356 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 432 | ....  ... ..  .. .... ... | .... .. ... . |
|   357 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 4B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   358 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 532 | ....  ... ..  .. .... ... | .... .. ... . |
|   359 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 5B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   360 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 632 | ....  ... ..  .. .... ... | .... .. ... . |
|   361 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 6B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   362 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 732 | ....  ... ..  .. .... ... | .... .. ... . |
|   363 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 7B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   364 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 832 | ....  ... ..  .. .... ... | .... .. ... . |
|   365 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 8B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   366 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 932 | ....  ... ..  .. .... ... | .... .. ... . |
|   367 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 9B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   368 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... A32 | ....  ... ..  .. .... ... | .... .. ... . |
|   369 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... AB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   370 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... B32 | ....  ... ..  .. .... ... | .... .. ... . |
|   371 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... BB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   372 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... C32 | ....  ... ..  .. .... ... | .... .. ... . |
|   373 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... CB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   374 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... D32 | ....  ... ..  .. .... ... | .... .. ... . |
|   375 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... DB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   376 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... E32 | ....  ... ..  .. .... ... | .... .. ... . |
|   377 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... EB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   378 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... F32 | ....  ... ..  .. .... ... | .... .. ... . |
|   379 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... FB2 | ....  ... ..  .. .... ... | .... .. ... . |
|   380 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 032 | ....  ... ..  .. .... ... | .... .. ... . |
|   381 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 0B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   382 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 132 | ....  ... ..  .. .... ... | .... .. ... . |
|   383 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 1B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   384 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   385 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 2B2 | ....  ... ..  .. .... ... | .... .. ... . |
|   386 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 332 | ....  ... ..  .. .... ... | 1E00 .. ... . |
|   387 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 3B2 | ....  ... ..  .. .... ... | 2200 .. ... . |
|   388 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 432 | ....  ... ..  .. .... ... | 2600 .. ... . |
|   389 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 4B2 | ....  ... ..  .. .... ... | 2A00 .. ... . |
|   390 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 532 | ....  ... ..  .. .... ... | 2E00 .. ... . |
|   391 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 5B2 | ....  ... ..  .. .... ... | 3200 .. ... . |
|   392 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 632 | ....  ... ..  .. .... ... | 3600 .. ... . |
|   393 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 6B2 | ....  ... ..  .. .... ... | 3A00 .. ... . |
|   394 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 732 | ....  ... ..  .. .... ... | 3E00 .. ... . |
|   395 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 7B2 | ....  ... ..  .. .... ... | 4200 .. ... . |
|   396 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 832 | ....  ... ..  .. .... ... | 4600 .. ... . |
|   397 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 8B2 | ....  ... ..  .. .... ... | 4A00 .. ... . |
|   398 | 3426 (G-5 C3) 81 .... ... | ....  ... ..  .. .... 932 | ....  ... ..  .. .... ... | 4E00 .. ... . |
|   399 | 41B8 (B-5 C7) 15 .... ... | ....  ... ..  .. .... 9B2 | ....  ... ..  .. .... ... | 5200 .. ... . |
